|ACYLCOASYN-RXN|
|RXN0-1321|
|RXN-12621|
|THIAZOLSYN2-RXN|
|RXN-13248|
|RXN-15339|
|RXN-19343|
|GLYCINE--TRNA-LIGASE-RXN|
|HISTIDINE--TRNA-LIGASE-RXN|
|LYSINE--TRNA-LIGASE-RXN|
|METHIONINE--TRNA-LIGASE-RXN|
|PHENYLALANINE--TRNA-LIGASE-RXN|
|PROLINE--TRNA-LIGASE-RXN|
|SERINE--TRNA-LIGASE-RXN|
|THREONINE--TRNA-LIGASE-RXN|
|TRYPTOPHAN--TRNA-LIGASE-RXN|
|TYROSINE--TRNA-LIGASE-RXN|
|ASPARAGINE--TRNA-LIGASE-RXN|
|ALANINE--TRNA-LIGASE-RXN|
|VALINE--TRNA-LIGASE-RXN|
|LEUCINE--TRNA-LIGASE-RXN|
|ISOLEUCINE--TRNA-LIGASE-RXN|
|GLUTAMINE--TRNA-LIGASE-RXN|
|CYSTEINE--TRNA-LIGASE-RXN|
|ARGININE--TRNA-LIGASE-RXN|
|RXN-16165|
|TEICHOICSYN4-RXN|
|RXN-19805|
|RXN-12751|
|RXN-13247|
|NICOTINATE-DEHYDROGENASE-RXN|
|RXN-13824|
|RXN0-2001|
|RXN-8992|
|RXN-8999|
|RXN-17802|
|RXN-8793|
|RXN-8788|
|RXN-9106|
|RXN-14382|
|RXN-9514|
|RXN-10658|
|RXN-10659|
